iter	PRAUC	Logloss
883	0.9780196834	0.2470178073
884	0.9780234546	0.2469747837
885	0.9780728568	0.2468395727
886	0.9780875557	0.2467872053
887	0.9781261815	0.2466583811
888	0.9782007545	0.2464991589
889	0.9782630544	0.2463414543
890	0.9783192563	0.2461889957
891	0.9783402565	0.24608625
892	0.9784189746	0.2459041446
893	0.978435097	0.2458234813
894	0.9784979542	0.2456576347
895	0.9785106162	0.2455927009
896	0.9785099321	0.2455337537
897	0.9785275776	0.2454649477
898	0.9785635297	0.2453907297
899	0.9785805935	0.2453215296
900	0.9786208983	0.2452159147
901	0.9786998835	0.2450376652
902	0.9787697072	0.2448452012
903	0.978804758	0.2447428096
904	0.9788213945	0.2446553747
905	0.9788443468	0.2445715912
906	0.9788712126	0.2444805497
907	0.9788806226	0.2443667169
908	0.9789265903	0.2442819059
909	0.9789594695	0.2442037976
910	0.9789977362	0.2440813371
911	0.9790310736	0.2439868793
912	0.9790719368	0.2438823441
913	0.9791250916	0.2437135088
914	0.9791925921	0.2435425054
915	0.9792120774	0.2434762022
916	0.9792253147	0.2434030713
917	0.9792513437	0.2433204503
918	0.9793063579	0.2431875392
919	0.979358453	0.2430760369
920	0.9793878381	0.2429684527
921	0.9794518078	0.2428127576
922	0.9794984395	0.2426762031
923	0.9794984956	0.2426492892
924	0.979528473	0.2425495264
925	0.9795679557	0.2424615723
926	0.9795956443	0.2424006757
927	0.9796041358	0.2423303258
928	0.9796383624	0.2421855686
929	0.9796759167	0.2420735839
930	0.9797323276	0.2419514484
931	0.9797926782	0.2417978673
932	0.9798187013	0.2417177301
933	0.9798488082	0.2416231495
934	0.9798875089	0.2414995017
935	0.9798921559	0.2414309971
936	0.9799098057	0.2413547302
937	0.9799322108	0.2412958986
938	0.9799659319	0.2412109249
939	0.9799976169	0.2411113285
940	0.9800367541	0.2409908916
941	0.9800838753	0.2408765947
942	0.9801134511	0.2407725397
943	0.9801296855	0.2406971183
944	0.9801580627	0.2405937114
945	0.9801759379	0.2405016115
946	0.9801936746	0.2404270224
947	0.980242679	0.2402624809
948	0.9802776925	0.2401490771
949	0.9802794602	0.2400502279
950	0.980287764	0.239981661
951	0.9803298981	0.2398753165
952	0.9803448518	0.2398027712
953	0.9804104978	0.2396501411
954	0.9804665147	0.2394753295
955	0.9805227822	0.2393314471
956	0.9805330208	0.2392785227
957	0.9805596947	0.239171198
958	0.9805943361	0.239019793
959	0.9806124154	0.2389542759
960	0.9806404246	0.2388772033
961	0.9806780457	0.2387640195
962	0.980721672	0.2386487352
963	0.9807354506	0.238559298
964	0.9807616934	0.2384583983
965	0.980801523	0.2383134482
966	0.980826832	0.2382289815
967	0.9808823597	0.2381278164
968	0.9809103909	0.2380126353
969	0.9809395162	0.2379189428
970	0.9809813464	0.2377660142
971	0.9810095828	0.2376982957
972	0.9810141516	0.2376315191
973	0.9810378611	0.2375390903
974	0.9810870495	0.2374126477
975	0.9811559484	0.2372544304
976	0.9811828477	0.2371590729
977	0.9811961545	0.237087693
978	0.9812420135	0.2369622494
979	0.9812904178	0.2368307485
980	0.9813432193	0.2366840015
981	0.9813763015	0.2365659037
982	0.9814065233	0.2364853033
983	0.9814424657	0.236386041
984	0.9815008278	0.2362129274
985	0.9815415136	0.2360981796
986	0.9815665593	0.2360047225
987	0.9816001617	0.2358725893
988	0.9816260635	0.2357779342
989	0.9816683569	0.2356598339
990	0.9816928223	0.235563459
991	0.981715052	0.2354864318
992	0.9817330643	0.2353895336
993	0.9817545388	0.2352879615
994	0.9818122738	0.2351256854
995	0.981828379	0.2350387218
996	0.9818515009	0.2349301474
997	0.9819079138	0.2347775256
998	0.9819530598	0.2346064582
999	0.9819776805	0.2345446106
